ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph_missing,Sulfate_missing,Trihalomethanes_missing,Potability
0.0,1.0105384362952743,1.2574144396540685,0.2573087678970043,1.4549811224179194,-0.5051379528326098,-0.1636064780368404,-1.659880629215023,-0.12621349350832137,1.0,0.0,0.0,1
-0.15222277509184975,-0.0007950695753925112,0.1491041957751247,-0.9752593204336507,2.017071280607767,-0.018500693965779347,0.39396743755205865,-0.9330326027223546,0.5231645517961743,0.0,0.0,0.0,1
-0.8778279905559698,-0.9708624823679164,0.5575180465524638,-0.09420995368563823,-0.1256969901800696,-0.9049675313579264,-0.12793956766606177,-1.5146973912144557,-0.9011521571002304,0.0,0.0,0.0,1
-0.473190802215954,-0.5450353160570156,-0.7907755333212084,-0.023164781447671864,0.0,0.0479100676374315,0.33921830117802393,1.0138127563845858,-0.64424619454993,0.0,1.0,0.0,0
-0.20655925355239027,-0.3864390603802089,0.30274513502849165,-0.04840216252139516,0.2489447694449426,0.4647986237799752,1.3385358386747785,-0.6326735056006131,0.25041700771883707,0.0,0.0,0.0,0
-0.5361487270671432,1.3092136677444615,-0.4636859951195607,0.4567805751454529,-1.8085822475868576,0.5333115839150312,-1.0142976262639605,0.15819541712944182,-0.24131165135065522,0.0,0.0,0.0,0
0.0,-0.4052452190970126,-0.16166965734502378,0.05497481624361772,-0.2163366297161206,-0.5802382753699966,0.13727712625687058,1.3487947388449828,0.051281045000107606,1.0,0.0,0.0,0
0.27002923148654245,1.0231385441038634,0.3805517445037071,0.08620423838618758,-0.4978753437313997,-0.3979860947061902,-1.8705280651894833,-0.22554810088106655,-0.009728390596482546,0.0,0.0,0.0,0
0.0,-0.09730710393749967,1.8442655845511908,0.9555429658254287,-2.2515863491991577,-0.33866875454072615,-1.1526759105797366,0.4461522696341509,-0.3384051016362189,1.0,0.0,0.0,1
0.7467457813627102,-2.065919556787248,0.14378070206050172,-1.0589953176877689,0.0,-0.13812237199828103,-1.6852891846359734,1.2260725048951069,0.27177088369996727,0.0,1.0,0.0,0
0.0,-1.4948761211638233,-0.2478115977026395,0.4140535860371309,2.002656108220945,0.5146544288906497,0.7903477110965219,-1.5285840888172282,1.3989573366887877,1.0,0.0,0.0,1
-0.15580253524579843,0.38413266251532896,-0.6838554558525545,0.1496753356421219,0.0,-0.818544487267581,-0.7504689892207961,1.1550570904924862,1.0188636414268357,0.0,1.0,0.0,0
0.0,-0.13405910590597656,0.42973363904534734,-0.49750221113484183,-0.4265979481344564,0.7148986676558263,-0.053727589335158706,0.8912180401592308,-0.16098617800548307,1.0,0.0,0.0,1
0.8003010582374939,0.891842410935231,-0.36434994069461685,-0.383505281104019,-0.9644215098101678,-0.2484200791534047,-0.08750899828852819,0.605664200882064,-0.06305767837133211,0.0,0.0,0.0,0
0.46749026634383306,0.49370924334800936,0.1309609939158173,0.4232226761145592,1.5667077030513343,-1.157075691872075,-0.009011388261256843,0.11631698781448635,-0.06454326540628755,0.0,0.0,0.0,1
0.720943848089623,0.33345486123354234,-0.18592657527671613,0.08330205181207682,0.0,0.26480560225887534,0.01617570814114459,0.9722018862061871,-0.5997121544721444,0.0,1.0,0.0,1
1.3964629912325484,-0.3276538967684635,0.1681245091465539,0.14867994440107787,1.264166936239732,0.10018838295499655,0.27767601762340527,-1.090792126729225,0.03506117358490946,0.0,0.0,0.0,0
-1.8135262780183468,-0.5695382440770245,1.7773978465222997,-0.772609921457818,0.0,0.004946331326756033,-0.3718677427845749,1.00997059569551,-0.4324471247428493,0.0,1.0,0.0,0
0.10087502216595168,0.7900395637312727,-0.46335024315493034,0.14714086736040805,0.051283034114149674,-1.0990768061717349,-0.05528976085128276,-0.7919647358042382,0.13574266948999741,0.0,0.0,0.0,0
-2.3657366357436174,-1.3177807596963824,-1.1491631344695465,2.4593819211593706,0.10887186705728445,0.07660521777927455,-0.8416876146119529,0.0,0.3399803152828574,0.0,0.0,1.0,0
-1.0386435099770772,-0.5530767092652974,-0.46536557545044227,0.17663482920461515,-0.6247207368936211,-0.9820608544393595,-0.45225681556790637,0.0,0.3830911480937068,0.0,0.0,1.0,0
-1.1123583005458353,-1.3929796078018588,0.4091553262124162,-0.25411574556593947,2.507915680624973,0.16173193985772752,-1.513545748329471,0.31779460609838,1.0798298972711233,0.0,0.0,0.0,0
0.07744579888670164,0.02074415558762915,1.0209839962958847,0.9388042067992555,-1.5064488474903328,0.905826385811072,1.2746091106031938,0.7714455619563052,0.6347372947786106,0.0,0.0,0.0,1
0.9044190231788796,-1.1535126391529613,-0.14109512464438617,2.4264053148823086,1.7404797070341518,-0.42075133798992864,-0.967827650667043,0.18692456546204014,0.3940053823988456,0.0,0.0,0.0,1
